-9031.192383,-3400.416992
-3376.921875,-10101.669922
-30.201965,-1041.988647
-771.490051,-28.281120
-413.255493,-7018.457031
6117.135742,-15257.462891
-10914.317383,-12435.050781
-1082.005981,-930.288269
-812.066711,-924.562500
572.436279,3355.599365
7507.679688,1752.998047
-21004.923828,-20991.746094
-1985.879761,843.985046
987.686096,5839.372559
1639.687500,4.627387
3107.891846,2049.445801
-179935.203125,-103426.578125
-6073.215332,2985.566406
-1037.937500,-505.356750
-2300.340820,11609.117188
-857.397644,-1889.907715
-910.651001,224.140427
-584.813782,-4324.828613
-2099.731445,-891.336548
-432.927673,933.687622
1727.529297,175.641113
11406.474609,14105.456055
-6991.128906,7648.161621
1037.831177,865.947937
23292.580078,-37081.425781
3619.247314,-14916.113281
964.598999,831.744141
178.340347,112.540215
-7014.521973,-3386.296387
-22942.224609,-334.018341
-1130.126221,603.531738
-2677.302246,1721.150391
-613.027893,851.307739
-2058.342773,-399.001617
-4609.043457,-2406.083984
744.720764,-618.685852
26077.267578,4073.206055
-8809.335938,4837.220703
2462.118896,-5475.902344
381.062408,19.683388
326.172211,-1120.661011
1294.634644,233.748077
-4549.489258,4969.607422
579.026794,1279.088867
1001.838074,2566.961670
1584.906006,-1336.070435
-4091.272461,1055.699951
-1533.082153,7740.751465
378.841003,378.054382
-3791.172852,-6426.366699
-14083.574219,-636.092712
3244.284424,3453.144043
-90.088478,-59.556072
85.034660,5172.663574
250.941483,369.111206
17123.919922,6148.092285
-985.833496,1277.765381
-4423.997559,7818.303223
134.392136,-442.035431
-12154.438477,-5754.494629
-10520.854492,-4233.312500
-4994.567383,8218.435547
2874.906250,1100.145386
21507.894531,11296.783203
6436.197754,-6538.887207
16100134.000000,-7309290.000000
-657.584656,-5659.704590
-4599.546387,-4297.126465
180.590668,134.541794
-4792.788086,-2593.570801
8959.688477,3043.311523
-1867.890381,1177.046509
422.628754,-89.725815
-955.228516,-5350.221680
-1183.624023,3283.219971
13798.052734,-23042.585938
-8734.754883,-1598.551147
-954.392334,-20.146261
-4331.056152,-105.994293
12248.331055,-8309.600586
545.784058,-225.927551
-7780.604004,1685.142456
-592.565796,-94.361130
1465.839478,-1213.241577
-1184.828979,-0.201341
-763.339172,10491.428711
718.184143,2681.277832
-55.713570,-59.363380
25161.148438,29637.039062
624.592224,-758.763367
988.893677,-4071.596924
-1729.909058,-1080.607544
1815.327393,-4712.274414
-10562.420898,-5743.388672
2254.772217,1451.738770
4942.729980,4230.757324
11819.322266,8711.986328
289.704987,4472.561035
-770.252991,-5673.497559
-11812.953125,572.976196
2954.122070,-6848.982422
-743.550659,-546.199402
-8523.570312,-3560.188232
-2104.349121,2490.437012
