-7829.277832,-1605.139893
-597.095154,415.964264
292.358795,-617.093140
-219.402679,-190.622299
-287.709259,-148.861374
78.278275,-17055.103516
592.738831,-303.122101
46.017967,-3.327754
178.192673,523.359192
-332.470337,-1043.180786
-49.187492,32.040192
296.249786,404.340118
1107.448730,354.007721
70.198570,630.554138
-2503.828125,2339.346191
-393.860718,854.622864
1262.679077,-675.762451
-1303.392822,-799.090271
-280.797668,406.755127
336.327637,1617.141113
-209.154037,219.982880
-222.135956,262.555817
52.478939,-179.907455
-127.579872,244.241898
-773.239319,-1730.856689
621.391357,-409.799744
-159.756546,1033.339478
2494.103027,1516.351440
1025.801880,483.735352
-6406.588867,-3088.422363
788.652710,3152.925781
12982.124023,16400.998047
3419.136963,10967.708984
38.663143,-1147.147461
-2118.833008,-7518.957520
409.902527,964.907166
-229.789917,-827.226868
-83.320892,170.600922
-105.323349,299.696960
122.258934,328.083191
-209.084229,-106.775696
-490.953857,1155.491577
1905.440063,2628.144531
139.150162,55.936085
-2744.441650,165.959854
-1071.769531,-134.808365
-402.947632,-23.161629
100.443634,639.940247
202.651093,1202.032593
244.686295,-341.595337
-1215.704224,-262.555328
-337.801392,1554.436157
1003.997681,166.325638
-328.098663,-640.688293
507.644775,-1094.638062
184.966431,711.630310
-3063.804932,688.966614
-22.526205,373.498077
93.955353,2601.344482
851.928589,-89.813889
-206.460052,-257.806458
265.789124,-146.747849
-534.663696,-414.437286
-1597076.000000,-6349089.000000
-112.315361,-869.800903
-1408.740967,513.898438
-191.300262,392.259094
1711.404419,572.573669
312.619751,-123.577568
-4059.451416,-642.357117
538.671387,-253.443588
-5902.880859,23084.664062
-543.796814,3264.478760
2310.841064,1806.958740
-137.921646,-212.592422
-24.033838,-90.832375
-286.886963,374.392120
-1794.500488,-1472.607422
790.535645,-218.357651
410.919739,-341.706238
-2289.957275,-1859.318359
3831.652588,14481.382812
524.363037,-477.511627
907.728394,-20.947371
341.901825,321.293304
797.467224,-457.582367
